fangdatum;waegedatum;weiher;geschlecht;gewicht
03.02.2022;03.02.2022;BL198;M;5.34
03.02.2022;03.02.2022;BL198;M;5.72
03.02.2022;03.02.2022;BL198;M;5.74
03.02.2022;03.02.2022;BL198;M;7.58
03.02.2022;03.02.2022;BL197;M;6.8
04.02.2022;04.02.2022;BL197;M;6.56
04.02.2022;04.02.2022;BL197;M;8.58
04.02.2022;04.02.2022;BL196;W;7.12
04.02.2022;04.02.2022;BL198;W;5.14
04.02.2022;04.02.2022;BL198;W;9.04
04.02.2022;04.02.2022;BL198;W;10.4
04.02.2022;04.02.2022;BL198;W;6.46
04.02.2022;04.02.2022;BL198;W;9.42
04.02.2022;04.02.2022;BL198;M;7.38
04.02.2022;04.02.2022;BL198;M;6.06
05.02.2022;05.02.2022;BL197;M;5.74
05.02.2022;05.02.2022;BL198;M;7.48
05.02.2022;05.02.2022;BL198;M;8.18
05.02.2022;05.02.2022;BL198;M;6.64
05.02.2022;05.02.2022;BL198;M;8.86
07.02.2022;07.02.2022;BL198;M;8.22
07.02.2022;07.02.2022;BL198;M;6.78
07.02.2022;07.02.2022;BL198;M;5.84
07.02.2022;07.02.2022;BL197;J;1.8
07.02.2022;07.02.2022;BL196;M;6.86
11.02.2022;11.02.2022;BL196_197_198;W;8.8
11.02.2022;11.02.2022;BL196_197_198;W;7.26
11.02.2022;11.02.2022;BL196_197_198;M;4.64
11.02.2022;11.02.2022;BL196_197_198;M;6.22
11.02.2022;11.02.2022;BL196_197_198;W;7.86
11.02.2022;11.02.2022;BL196_197_198;M;6.9
11.02.2022;11.02.2022;BL196_197_198;W;6.9
11.02.2022;11.02.2022;BL196_197_198;M;7.1
11.02.2022;11.02.2022;BL196_197_198;M;5.22
11.02.2022;11.02.2022;BL196_197_198;M;5.3
11.02.2022;11.02.2022;BL196_197_198;M;5.64
11.02.2022;11.02.2022;BL196_197_198;M;7.22
11.02.2022;11.02.2022;BL196_197_198;M;5.88
11.02.2022;11.02.2022;BL196_197_198;W;5.38
11.02.2022;11.02.2022;BL196_197_198;J;2.36
12.02.2022;12.02.2022;BL196;M;8.66
15.02.2022;15.02.2022;BL198;M;8.14
15.02.2022;15.02.2022;BL197;M;5.96
15.02.2022;15.02.2022;BL197;M;5.48
16.02.2022;16.02.2022;BL196;M;6.66
16.02.2022;16.02.2022;BL198;M;4.24
16.02.2022;16.02.2022;BL198;W;7.96
17.02.2022;17.02.2022;BL196;M;8.66
17.02.2022;17.02.2022;BL196;M;6.62
17.02.2022;17.02.2022;BL196;M;6.26
17.02.2022;17.02.2022;BL196;M;7.88
17.02.2022;17.02.2022;BL196;W;7.24
17.02.2022;17.02.2022;BL196;M;5.84
17.02.2022;17.02.2022;BL196;M;7.22
17.02.2022;17.02.2022;BL196;M;9.54
17.02.2022;17.02.2022;BL196;M;9.42
17.02.2022;17.02.2022;BL196;M;5.98
17.02.2022;17.02.2022;BL196;M;7.54
17.02.2022;17.02.2022;BL196;M;5.9
17.02.2022;17.02.2022;BL196;M;8.58
17.02.2022;17.02.2022;BL196;M;7.7
17.02.2022;17.02.2022;BL196;M;8.54
17.02.2022;17.02.2022;BL196;M;8.32
17.02.2022;17.02.2022;BL196;M;9.76
17.02.2022;17.02.2022;BL196;M;9.42
17.02.2022;17.02.2022;BL196;M;6.66
17.02.2022;17.02.2022;BL196;W;8.1
17.02.2022;17.02.2022;BL198;M;6.48
17.02.2022;17.02.2022;BL198;M;6.42
17.02.2022;17.02.2022;BL198;W;7.88
17.02.2022;17.02.2022;BL198;W;6.82
17.02.2022;17.02.2022;BL198;M;6.86
17.02.2022;17.02.2022;BL198;W;7.72
17.02.2022;17.02.2022;BL198;M;8.62
17.02.2022;17.02.2022;BL198;W;5.64
17.02.2022;17.02.2022;BL198;W;6.54
17.02.2022;17.02.2022;BL198;M;6.12
17.02.2022;17.02.2022;BL198;W;6.38
17.02.2022;17.02.2022;BL198;M;5.38
17.02.2022;17.02.2022;BL198;W;6.6
17.02.2022;17.02.2022;BL198;M;6.94
17.02.2022;17.02.2022;BL198;M;6.46
17.02.2022;17.02.2022;BL198;M;7.6
17.02.2022;17.02.2022;BL198;M;6.88
17.02.2022;17.02.2022;BL198;M;6.4
17.02.2022;17.02.2022;BL198;M;6.14
17.02.2022;17.02.2022;BL198;M;4.56
17.02.2022;17.02.2022;BL198;M;7.02
17.02.2022;17.02.2022;BL198;M;7
17.02.2022;17.02.2022;BL198;M;8.36
17.02.2022;17.02.2022;BL198;M;6.88
17.02.2022;17.02.2022;BL198;M;6.14
17.02.2022;17.02.2022;BL198;W;8.24
17.02.2022;17.02.2022;BL198;M;5.9
17.02.2022;17.02.2022;BL198;M;6.68
17.02.2022;17.02.2022;BL198;M;6.78
17.02.2022;17.02.2022;BL198;M;8
17.02.2022;17.02.2022;BL198;M;5.64
17.02.2022;17.02.2022;BL198;M;7.08
17.02.2022;17.02.2022;BL198;J;1.98
17.02.2022;17.02.2022;BL198;M;6.34
17.02.2022;17.02.2022;BL198;W;9.08
17.02.2022;17.02.2022;BL198;M;5.34
17.02.2022;17.02.2022;BL198;M;6.1
17.02.2022;17.02.2022;BL198;M;8.88
17.02.2022;17.02.2022;BL198;M;7.62
17.02.2022;17.02.2022;BL198;M;6.44
17.02.2022;17.02.2022;BL198;M;7
17.02.2022;17.02.2022;BL198;M;5.82
17.02.2022;17.02.2022;BL198;W;12.56
17.02.2022;17.02.2022;BL198;M;7.92
17.02.2022;17.02.2022;BL198;M;6.68
17.02.2022;17.02.2022;BL198;M;6.3
17.02.2022;17.02.2022;BL198;M;5.62
17.02.2022;17.02.2022;BL198;W;9.24
17.02.2022;17.02.2022;BL198;M;5.74
17.02.2022;17.02.2022;BL198;M;7.3
17.02.2022;17.02.2022;BL198;M;6.58
17.02.2022;17.02.2022;BL198;W;8.2
17.02.2022;17.02.2022;BL198;M;7.32
17.02.2022;17.02.2022;BL198;W;5.8
17.02.2022;17.02.2022;BL198;M;6.68
17.02.2022;17.02.2022;BL198;M;8.28
17.02.2022;17.02.2022;BL198;M;7.12
17.02.2022;17.02.2022;BL196;M;7.12
17.02.2022;17.02.2022;BL196;W;9.48
17.02.2022;17.02.2022;BL196;M;7.52
17.02.2022;17.02.2022;BL196;M;7.96
17.02.2022;17.02.2022;BL196;M;5.62
17.02.2022;17.02.2022;BL196;M;6.62
17.02.2022;17.02.2022;BL196;W;9.4
17.02.2022;17.02.2022;BL196;M;7.08
17.02.2022;17.02.2022;BL196;M;7.98
17.02.2022;17.02.2022;BL196;M;7.26
17.02.2022;17.02.2022;BL196;M;5.22
17.02.2022;17.02.2022;BL196;M;8.54
17.02.2022;17.02.2022;BL196;M;8.88
17.02.2022;17.02.2022;BL196;M;8.08
17.02.2022;17.02.2022;BL191;M;7.72
17.02.2022;17.02.2022;BL191;M;10.88
17.02.2022;17.02.2022;BL197;M;5.86
17.02.2022;17.02.2022;BL197;M;5.38
17.02.2022;17.02.2022;BL197;M;7.54
17.02.2022;17.02.2022;BL197;M;4.78
17.02.2022;17.02.2022;BL197;W;6.72
17.02.2022;17.02.2022;BL197;M;8.8
17.02.2022;17.02.2022;BL197;M;7.84
17.02.2022;17.02.2022;BL197;M;6.22
17.02.2022;17.02.2022;BL197;J;1.4
17.02.2022;17.02.2022;BL197;W;9.3
17.02.2022;17.02.2022;BL197;M;5.34
17.02.2022;17.02.2022;BL197;M;6.78
17.02.2022;17.02.2022;BL197;M;6.22
17.02.2022;17.02.2022;BL197;J;1.24
17.02.2022;17.02.2022;BL197;M;7.08
17.02.2022;17.02.2022;BL197;M;6.3
17.02.2022;17.02.2022;BL197;M;6.8
17.02.2022;17.02.2022;BL197;M;6.46
17.02.2022;17.02.2022;BL197;M;8.8
17.02.2022;17.02.2022;BL197;M;7.56
17.02.2022;17.02.2022;BL197;M;5.86
17.02.2022;17.02.2022;BL197;M;7.08
17.02.2022;17.02.2022;BL198;W;5.78
17.02.2022;17.02.2022;BL198;M;5.42
17.02.2022;17.02.2022;BL198;M;8.26
17.02.2022;17.02.2022;BL198;W;5.8
17.02.2022;17.02.2022;BL198;W;7.08
17.02.2022;17.02.2022;BL198;M;6.04
17.02.2022;17.02.2022;BL198;W;9.68
17.02.2022;17.02.2022;BL198;M;6.94
17.02.2022;17.02.2022;BL198;W;11.02
17.02.2022;17.02.2022;BL198;M;5.4
17.02.2022;17.02.2022;BL198;M;4.84
17.02.2022;17.02.2022;BL198;M;6.7
17.02.2022;17.02.2022;BL198;M;7.8
17.02.2022;17.02.2022;BL198;M;8.7
17.02.2022;17.02.2022;BL198;M;5.92
17.02.2022;17.02.2022;BL198;M;6.98
17.02.2022;17.02.2022;BL198;W;7.82
17.02.2022;17.02.2022;BL198;M;5.64
17.02.2022;17.02.2022;BL198;W;7.46
17.02.2022;17.02.2022;BL198;M;5.24
17.02.2022;17.02.2022;BL198;M;7.36
17.02.2022;17.02.2022;BL198;M;7.66
17.02.2022;17.02.2022;BL198;M;7.04
17.02.2022;17.02.2022;BL198;M;5.28
17.02.2022;17.02.2022;BL198;M;7.34
17.02.2022;17.02.2022;BL198;W;9.08
17.02.2022;17.02.2022;BL198;M;7.64
17.02.2022;17.02.2022;BL198;M;6.34
17.02.2022;17.02.2022;BL198;M;6.72
17.02.2022;17.02.2022;BL198;W;5.8
17.02.2022;17.02.2022;BL198;M;7.26
17.02.2022;17.02.2022;BL198;W;8.88
17.02.2022;17.02.2022;BL198;M;7.8
17.02.2022;17.02.2022;BL198;M;7.1
17.02.2022;17.02.2022;BL198;M;5.56
17.02.2022;17.02.2022;BL198;M;8.12
17.02.2022;17.02.2022;BL198;M;4.6
17.02.2022;17.02.2022;BL198;M;5.5
17.02.2022;17.02.2022;BL198;J;2.98
17.02.2022;17.02.2022;BL198;M;5.82
17.02.2022;17.02.2022;BL198;M;6.46
18.02.2022;18.02.2022;BL198;M;5.88
18.02.2022;18.02.2022;BL198;J;0.96
18.02.2022;18.02.2022;BL198;M;5.5
18.02.2022;18.02.2022;BL198;W;8.16
18.02.2022;18.02.2022;BL198;M;5.92
18.02.2022;18.02.2022;BL198;M;4.66
18.02.2022;18.02.2022;BL198;M;6.66
18.02.2022;18.02.2022;BL198;W;7
18.02.2022;18.02.2022;BL198;M;5.64
18.02.2022;18.02.2022;BL198;W;7.88
18.02.2022;18.02.2022;BL198;W;9.16
18.02.2022;18.02.2022;BL198;M;7.1
18.02.2022;18.02.2022;BL198;M;6.42
18.02.2022;18.02.2022;BL198;J;1.44
18.02.2022;18.02.2022;BL198;W;8.18
18.02.2022;18.02.2022;BL198;W;12.52
18.02.2022;18.02.2022;BL198;W;5.88
18.02.2022;18.02.2022;BL198;M;6.7
18.02.2022;18.02.2022;BL198;M;6.86
18.02.2022;18.02.2022;BL198;M;6.18
18.02.2022;18.02.2022;BL198;M;6.68
18.02.2022;18.02.2022;BL198;M;5.66
18.02.2022;18.02.2022;BL198;J;2.16
18.02.2022;18.02.2022;BL198;M;7.4
18.02.2022;18.02.2022;BL198;W;6.98
18.02.2022;18.02.2022;BL198;M;6.66
18.02.2022;18.02.2022;BL198;M;8.62
18.02.2022;18.02.2022;BL198;W;8.6
18.02.2022;18.02.2022;BL198;W;8.76
18.02.2022;18.02.2022;BL198;M;7.54
18.02.2022;18.02.2022;BL198;M;6.04
18.02.2022;18.02.2022;BL198;W;9.5
18.02.2022;18.02.2022;BL198;M;5.94
18.02.2022;18.02.2022;BL198;M;6.56
18.02.2022;18.02.2022;BL198;M;6.44
18.02.2022;18.02.2022;BL196;M;9.42
18.02.2022;18.02.2022;BL196;M;3.58
18.02.2022;18.02.2022;BL196;M;6.34
18.02.2022;18.02.2022;BL196;M;8.22
18.02.2022;18.02.2022;BL196;M;7.5
18.02.2022;18.02.2022;BL196;M;7.18
18.02.2022;18.02.2022;BL196;M;8.22
18.02.2022;18.02.2022;BL196;W;10.4
18.02.2022;18.02.2022;BL196;M;8.82
18.02.2022;18.02.2022;BL196;W;9.18
18.02.2022;18.02.2022;BL196;M;7.86
18.02.2022;18.02.2022;BL196;M;10.46
18.02.2022;18.02.2022;BL196;M;6.28
18.02.2022;18.02.2022;BL196;W;7.9
18.02.2022;18.02.2022;BL196;M;7.74
18.02.2022;18.02.2022;BL196;M;7.1
18.02.2022;18.02.2022;BL196;M;9.32
18.02.2022;18.02.2022;BL197;M;7.72
18.02.2022;18.02.2022;BL197;M;4.7
18.02.2022;18.02.2022;BL197;M;5.46
18.02.2022;18.02.2022;BL197;M;4.58
18.02.2022;18.02.2022;BL197;W;10.38
18.02.2022;18.02.2022;BL197;M;6.92
18.02.2022;18.02.2022;BL197;M;6.66
18.02.2022;18.02.2022;BL197;M;5.42
18.02.2022;18.02.2022;BL197;M;7.38
18.02.2022;18.02.2022;BL197;M;7.72
18.02.2022;18.02.2022;BL191;M;10.08
18.02.2022;18.02.2022;BL191;M;10.24
18.02.2022;18.02.2022;BL191;M;8.42
18.02.2022;18.02.2022;BL191;M;9.1
19.02.2022;19.02.2022;BL196;M;11
19.02.2022;19.02.2022;BL196;M;7
19.02.2022;19.02.2022;BL196;W;8.78
19.02.2022;19.02.2022;BL196;M;5.88
19.02.2022;19.02.2022;BL196;M;6.3
19.02.2022;19.02.2022;BL196;M;7.32
19.02.2022;19.02.2022;BL196;W;7.72
19.02.2022;19.02.2022;BL196;M;7.2
19.02.2022;19.02.2022;BL196;W;5.94
19.02.2022;19.02.2022;BL196;M;6.76
19.02.2022;19.02.2022;BL196;M;6.32
19.02.2022;19.02.2022;BL196;M;7.86
19.02.2022;19.02.2022;BL196;W;7.92
19.02.2022;19.02.2022;BL196;M;7.5
19.02.2022;19.02.2022;BL196;M;6.68
19.02.2022;19.02.2022;BL196;W;14.08
19.02.2022;19.02.2022;BL196;M;9.72
19.02.2022;19.02.2022;BL196;M;10.42
19.02.2022;19.02.2022;BL196;M;9.18
19.02.2022;19.02.2022;BL196;M;5.34
19.02.2022;19.02.2022;BL196;M;8.64
19.02.2022;19.02.2022;BL196;M;8.12
19.02.2022;19.02.2022;BL196;W;13.22
19.02.2022;19.02.2022;BL196;M;7.44
19.02.2022;19.02.2022;BL196;W;8.26
19.02.2022;19.02.2022;BL196;W;10.94
19.02.2022;19.02.2022;BL196;M;7.4
19.02.2022;19.02.2022;BL196;M;6.82
19.02.2022;19.02.2022;BL196;M;7.66
19.02.2022;19.02.2022;BL196;M;6.06
19.02.2022;19.02.2022;BL196;W;8.44
19.02.2022;19.02.2022;BL196;M;8.14
19.02.2022;19.02.2022;BL196;M;7.32
19.02.2022;19.02.2022;BL196;M;8.24
19.02.2022;19.02.2022;BL196;M;8.48
19.02.2022;19.02.2022;BL196;M;7.12
19.02.2022;19.02.2022;BL196;M;6.7
19.02.2022;19.02.2022;BL196;W;9.3
19.02.2022;19.02.2022;BL196;M;5.5
19.02.2022;19.02.2022;BL196;W;7.9
19.02.2022;19.02.2022;BL196;M;7.36
19.02.2022;19.02.2022;BL196;M;7.14
19.02.2022;19.02.2022;BL196;W;7.5
19.02.2022;19.02.2022;BL197;M;4.22
19.02.2022;19.02.2022;BL197;M;7.12
19.02.2022;19.02.2022;BL197;M;9.08
19.02.2022;19.02.2022;BL197;M;6.36
19.02.2022;19.02.2022;BL197;M;6.52
19.02.2022;19.02.2022;BL197;M;4.84
19.02.2022;19.02.2022;BL197;M;4.16
19.02.2022;19.02.2022;BL197;M;5.11
19.02.2022;19.02.2022;BL197;M;6.32
19.02.2022;19.02.2022;BL197;M;6.08
19.02.2022;19.02.2022;BL197;W;9.18
19.02.2022;19.02.2022;BL197;M;8.12
19.02.2022;19.02.2022;BL197;M;6.38
19.02.2022;19.02.2022;BL197;J;2.46
19.02.2022;19.02.2022;BL197;M;5.78
19.02.2022;19.02.2022;BL197;W;6.88
19.02.2022;19.02.2022;BL197;W;10.1
19.02.2022;19.02.2022;BL197;M;9.08
19.02.2022;19.02.2022;BL197;W;6.5
19.02.2022;19.02.2022;BL197;M;6.1
19.02.2022;19.02.2022;BL197;M;6.9
19.02.2022;19.02.2022;BL197;M;6.08
19.02.2022;19.02.2022;BL197;M;6.54
19.02.2022;19.02.2022;BL197;M;7
19.02.2022;19.02.2022;BL197;M;5.62
19.02.2022;19.02.2022;BL197;W;9.38
19.02.2022;19.02.2022;BL198;W;9.94
19.02.2022;19.02.2022;BL198;M;6.26
19.02.2022;19.02.2022;BL198;M;7.16
19.02.2022;19.02.2022;BL198;M;6.96
19.02.2022;19.02.2022;BL198;M;5.66
19.02.2022;19.02.2022;BL198;W;6.32
19.02.2022;19.02.2022;BL198;M;4.72
19.02.2022;19.02.2022;BL198;W;8.78
19.02.2022;19.02.2022;BL198;W;10.4
19.02.2022;19.02.2022;BL198;W;8.84
19.02.2022;19.02.2022;BL198;M;6.06
19.02.2022;19.02.2022;BL198;M;5.3
19.02.2022;19.02.2022;BL198;M;10.36
19.02.2022;19.02.2022;BL198;M;6.36
19.02.2022;19.02.2022;BL198;M;6.04
19.02.2022;19.02.2022;BL198;W;8
19.02.2022;19.02.2022;BL198;M;7.12
19.02.2022;19.02.2022;BL198;M;5.56
19.02.2022;19.02.2022;BL198;M;5.26
19.02.2022;19.02.2022;BL198;M;5.38
19.02.2022;19.02.2022;BL198;M;4.9
19.02.2022;19.02.2022;BL198;M;7.26
19.02.2022;19.02.2022;BL198;M;8.5
19.02.2022;19.02.2022;BL198;M;7.34
19.02.2022;19.02.2022;BL198;M;6.66
19.02.2022;19.02.2022;BL198;W;6.38
19.02.2022;19.02.2022;BL198;M;6.02
19.02.2022;19.02.2022;BL198;W;5.72
19.02.2022;19.02.2022;BL198;M;8.38
19.02.2022;19.02.2022;BL198;M;5.4
19.02.2022;19.02.2022;BL198;M;5.42
19.02.2022;19.02.2022;BL198;J;2.26
19.02.2022;19.02.2022;BL198;M;5.14
19.02.2022;19.02.2022;BL198;M;5.5
19.02.2022;19.02.2022;BL198;M;6.86
19.02.2022;19.02.2022;BL198;W;7.96
19.02.2022;19.02.2022;BL198;M;7.96
19.02.2022;19.02.2022;BL198;M;6.88
19.02.2022;19.02.2022;BL198;M;5.92
19.02.2022;19.02.2022;BL198;W;6.72
19.02.2022;19.02.2022;BL198;W;9.66
19.02.2022;19.02.2022;BL198;W;10.76
19.02.2022;19.02.2022;BL198;M;7.06
19.02.2022;19.02.2022;BL191;W;10
19.02.2022;19.02.2022;BL191;M;6.6
20.02.2022;20.02.2022;BL198;M;8.3
20.02.2022;20.02.2022;BL198;W;7.18
20.02.2022;20.02.2022;BL198;M;5.84
20.02.2022;20.02.2022;BL198;W;5.88
20.02.2022;20.02.2022;BL198;M;6.78
20.02.2022;20.02.2022;BL198;W;6.84
20.02.2022;20.02.2022;BL198;M;5.34
20.02.2022;20.02.2022;BL198;W;10.52
20.02.2022;20.02.2022;BL198;M;5.8
20.02.2022;20.02.2022;BL198;M;6.58
20.02.2022;20.02.2022;BL196;M;7.82
20.02.2022;20.02.2022;BL196;M;7.36
20.02.2022;20.02.2022;BL196;M;7.84
21.02.2022;21.02.2022;BL197;M;6.58
21.02.2022;21.02.2022;BL197;M;5.02
21.02.2022;21.02.2022;BL197;W;7.9
21.02.2022;21.02.2022;BL197;M;5.64
21.02.2022;21.02.2022;BL197;M;3.94
21.02.2022;21.02.2022;BL197;M;7.26
21.02.2022;21.02.2022;BL197;W;6.78
21.02.2022;21.02.2022;BL197;W;7
21.02.2022;21.02.2022;BL197;M;6.94
21.02.2022;21.02.2022;BL191;M;9.34
21.02.2022;21.02.2022;BL191;M;8.68
21.02.2022;21.02.2022;BL191;M;9.56
21.02.2022;21.02.2022;BL198;M;7.1
21.02.2022;21.02.2022;BL198;M;7.18
21.02.2022;21.02.2022;BL198;W;9.36
21.02.2022;21.02.2022;BL198;W;6.2
21.02.2022;21.02.2022;BL198;W;13.78
21.02.2022;21.02.2022;BL198;W;11.18
21.02.2022;21.02.2022;BL198;M;5.68
21.02.2022;21.02.2022;BL198;M;7.14
21.02.2022;21.02.2022;BL198;W;9.82
21.02.2022;21.02.2022;BL198;M;6.22
21.02.2022;21.02.2022;BL198;M;6.42
21.02.2022;21.02.2022;BL198;M;8.9
21.02.2022;21.02.2022;BL198;M;7.58
21.02.2022;21.02.2022;BL198;W;6.08
21.02.2022;21.02.2022;BL198;M;7
21.02.2022;21.02.2022;BL198;M;5.18
21.02.2022;21.02.2022;BL198;W;8.84
21.02.2022;21.02.2022;BL198;W;9.94
21.02.2022;21.02.2022;BL198;M;6.1
21.02.2022;21.02.2022;BL198;M;5.14
21.02.2022;21.02.2022;BL196;M;7.12
21.02.2022;21.02.2022;BL196;W;12.36
21.02.2022;21.02.2022;BL196;M;6.6
21.02.2022;21.02.2022;BL196;M;7
21.02.2022;21.02.2022;BL196;M;6.16
21.02.2022;21.02.2022;BL196;W;8
21.02.2022;21.02.2022;BL196;M;8.24
21.02.2022;21.02.2022;BL196;M;9.6
21.02.2022;21.02.2022;BL196;W;10.26
21.02.2022;21.02.2022;BL196;W;8.4
21.02.2022;21.02.2022;BL196;M;6.12
21.02.2022;21.02.2022;BL196;M;11.32
21.02.2022;21.02.2022;BL196;M;8.1
21.02.2022;21.02.2022;BL196;W;8.22
21.02.2022;21.02.2022;BL196;M;5.94
22.02.2022;22.02.2022;BL197;W;10.94
22.02.2022;22.02.2022;BL196;W;8.1
22.02.2022;22.02.2022;BL196;M;8.08
22.02.2022;22.02.2022;BL196;M;4.86
22.02.2022;22.02.2022;BL191;W;9.36
22.02.2022;22.02.2022;BL198;M;7.5
22.02.2022;22.02.2022;BL198;W;9.46
22.02.2022;22.02.2022;BL198;J;1.9
22.02.2022;22.02.2022;BL198;M;8.6
22.02.2022;22.02.2022;BL198;M;5.92
23.02.2022;23.02.2022;BL197;J;1.96
23.02.2022;23.02.2022;BL197;M;5.88
23.02.2022;23.02.2022;BL196;M;5.3
23.02.2022;23.02.2022;BL196;M;9.4
23.02.2022;23.02.2022;BL196;M;6.54
23.02.2022;23.02.2022;BL198;M;8.76
23.02.2022;23.02.2022;BL198;M;6.68
23.02.2022;23.02.2022;BL198;M;5.96
23.02.2022;23.02.2022;BL198;M;5.54
23.02.2022;23.02.2022;BL198;M;6.86
23.02.2022;23.02.2022;BL198;W;12.68
24.02.2022;24.02.2022;BL196;J;1.78
24.02.2022;24.02.2022;BL198;M;5.96
25.02.2022;25.02.2022;BL198;W;9.28
25.02.2022;25.02.2022;BL198;M;6.7
25.02.2022;25.02.2022;BL198;M;6.12
25.02.2022;25.02.2022;BL198;W;9.38
25.02.2022;25.02.2022;BL198;M;5.32
25.02.2022;25.02.2022;BL198;M;6.8
25.02.2022;25.02.2022;BL198;M;6.64
25.02.2022;25.02.2022;BL198;M;5.24
25.02.2022;25.02.2022;BL198;M;6.2
25.02.2022;25.02.2022;BL198;M;5.08
25.02.2022;25.02.2022;BL198;W;5.98
25.02.2022;25.02.2022;BL191;J;1.78
25.02.2022;25.02.2022;BL196_BL197;M;7.48
25.02.2022;25.02.2022;BL196_BL197;M;5.56
25.02.2022;25.02.2022;BL196_BL197;M;9.74
25.02.2022;25.02.2022;BL196_BL197;M;6.06
26.02.2022;26.02.2022;BL191;M;9.64
26.02.2022;26.02.2022;BL196;M;5.94
01.03.2022;01.03.2022;BL196;M;5.74
12.03.2022;12.03.2022;BL196;M;7.48
14.03.2022;14.03.2022;BL191;W;7.38
14.03.2022;14.03.2022;BL191;M;7.3
14.03.2022;14.03.2022;BL191;M;4.24
14.03.2022;14.03.2022;BL197;M;6.06
14.03.2022;14.03.2022;BL197;M;4.74
14.03.2022;14.03.2022;BL197;M;5.92
14.03.2022;14.03.2022;BL197;M;7
14.03.2022;14.03.2022;BL197;M;5.9
14.03.2022;14.03.2022;BL197;M;4.34
14.03.2022;14.03.2022;BL197;W;4.72
14.03.2022;14.03.2022;BL197;M;5.64
14.03.2022;14.03.2022;BL198;M;6.86
14.03.2022;14.03.2022;BL198;M;6.36
14.03.2022;14.03.2022;BL198;W;9.92
14.03.2022;14.03.2022;BL198;W;7.68
14.03.2022;14.03.2022;BL198;M;5.34
14.03.2022;14.03.2022;BL198;M;5.84
14.03.2022;14.03.2022;BL198;M;5.26
14.03.2022;14.03.2022;BL198;M;5.36
14.03.2022;14.03.2022;BL198;M;6.1
14.03.2022;14.03.2022;BL198;J;1.92
14.03.2022;14.03.2022;BL198;W;8.7
14.03.2022;14.03.2022;BL198;W;5.9
14.03.2022;14.03.2022;BL198;W;5.7
14.03.2022;14.03.2022;BL198;M;5.34
14.03.2022;14.03.2022;BL198;M;4.78
14.03.2022;14.03.2022;BL196;M;9.7
14.03.2022;14.03.2022;BL196;W;5.24
14.03.2022;14.03.2022;BL196;M;6.38
14.03.2022;14.03.2022;BL196;J;1.86
14.03.2022;14.03.2022;BL196;M;6
14.03.2022;14.03.2022;BL196;M;7
14.03.2022;14.03.2022;BL196;M;6.12
15.03.2022;15.03.2022;BL191;J;2.12
15.03.2022;15.03.2022;BL191;M;8.76
15.03.2022;15.03.2022;BL191;W;9.68
15.03.2022;15.03.2022;BL196;W;9.32
15.03.2022;15.03.2022;BL196;M;10.28
15.03.2022;15.03.2022;BL196;M;5.02
15.03.2022;15.03.2022;BL198;M;4.9
15.03.2022;15.03.2022;BL198;M;5.34
15.03.2022;15.03.2022;BL198;M;6.06
16.03.2022;16.03.2022;BL191;W;8.58
16.03.2022;16.03.2022;BL191;M;6.78
16.03.2022;16.03.2022;BL191;W;10.46
16.03.2022;16.03.2022;BL191;M;9.86
16.03.2022;16.03.2022;BL191;M;7.62
16.03.2022;16.03.2022;BL191;W;7.28
16.03.2022;16.03.2022;BL191;W;8.9
16.03.2022;16.03.2022;BL197;W;8.98
16.03.2022;16.03.2022;BL197;M;4.62
16.03.2022;16.03.2022;BL197;M;4.16
16.03.2022;16.03.2022;BL198;M;5.02
16.03.2022;16.03.2022;BL198;W;9.62
16.03.2022;16.03.2022;BL198;W;6.74
16.03.2022;16.03.2022;BL198;W;10.46
16.03.2022;16.03.2022;BL198;W;8.76
16.03.2022;16.03.2022;BL196;W;8
16.03.2022;16.03.2022;BL196;W;7.78
16.03.2022;16.03.2022;BL196;M;7.24
16.03.2022;16.03.2022;BL196;W;8.32
16.03.2022;16.03.2022;BL196;M;5.38
16.03.2022;16.03.2022;BL196;M;7.3
16.03.2022;16.03.2022;BL196;M;8.78
16.03.2022;16.03.2022;BL196;W;9.28
16.03.2022;16.03.2022;BL196;M;6.9
16.03.2022;16.03.2022;BL196;M;10.08
16.03.2022;16.03.2022;BL196;M;8.38
16.03.2022;16.03.2022;BL196;W;6.8
16.03.2022;16.03.2022;BL196;M;6.3
16.03.2022;16.03.2022;BL196;M;8.7
16.03.2022;16.03.2022;BL196;M;3.88
17.03.2022;17.03.2022;BL196;M;6.52
17.03.2022;17.03.2022;BL196;M;9.14
17.03.2022;17.03.2022;BL196;W;7.8
17.03.2022;17.03.2022;BL196;W;5.16
17.03.2022;17.03.2022;BL196;M;7.06
17.03.2022;17.03.2022;BL196;J;2
17.03.2022;17.03.2022;BL196;M;6.6
17.03.2022;17.03.2022;BL196;W;9.3
17.03.2022;17.03.2022;BL196;J;1.48
17.03.2022;17.03.2022;BL196;W;8.84
17.03.2022;17.03.2022;BL196;M;3.9
17.03.2022;17.03.2022;BL196;M;8.7
17.03.2022;17.03.2022;BL196;W;10.68
17.03.2022;17.03.2022;BL196;M;6.78
17.03.2022;17.03.2022;BL198;J;2.1
17.03.2022;17.03.2022;BL198;J;2.36
17.03.2022;17.03.2022;BL198;M;6.58
17.03.2022;17.03.2022;BL198;J;1.68
17.03.2022;17.03.2022;BL198;W;5.92
17.03.2022;17.03.2022;BL198;J;1.62
17.03.2022;17.03.2022;BL198;M;5.7
17.03.2022;17.03.2022;BL191;W;7.14
