fangdatum;waegedatum;weiher;geschlecht;gewicht
18.05.2021;18.05.2021;BL198;M;5.96
18.05.2021;18.05.2021;BL198;W;3.98
18.05.2021;18.05.2021;BL196;W;2.98
22.05.2021;22.05.2021;BL191;W;7.54
22.05.2021;22.05.2021;BL198;W;5.26
22.05.2021;22.05.2021;BL198;M;6.72
22.05.2021;22.05.2021;BL198;M;10.12
23.05.2021;23.05.2021;BL199;W;6.28
13.-18.05.21;26.05.2021;BL196;W;4.94
13.-18.05.21;26.05.2021;BL196;W;6.68
13.-18.05.21;26.05.2021;BL196;W;5.66
15.05.2021;26.05.2021;BL191;W;5.44
22.05.2021;26.05.2021;BL191;W;7.64
15./22.5.21;26.05.2021;BL3;M;5.52
15./22.5.21;26.05.2021;BL3;W;8.54
15./22.5.21;26.05.2021;BL3;W;6.62
15./22.5.21;26.05.2021;BL3;M;7.98
15./22.5.21;26.05.2021;BL3;M;6.52
15./22.5.21;26.05.2021;BL3;M;5.58
15./22.5.21;26.05.2021;BL3;M;4.02
13.-18.05.21;26.05.2021;BL196;W;NA
05.05.2021;06.05.2021;BL197;M;7.4
05.05.2021;06.05.2021;BL197;M;8.72
05.05.2021;06.05.2021;BL197;M;4.82
05.05.2021;06.05.2021;BL197;M;5.46
09.05.2021;09.05.2021;BL197;W;7.12
06.06.2021;07.06.2021;BL173_012;W;7.8
06.06.2021;07.06.2021;BL173_010;W;6.48
06.06.2021;07.06.2021;BL173_010;W;7.5
06.06.2021;07.06.2021;BL173_010;W;5.02
06.06.2021;07.06.2021;BL173_011;W;7.42
06.06.2021;07.06.2021;BL173_011;M;5.68
06.06.2021;07.06.2021;BL173_011;W;5.78
06.06.2021;07.06.2021;BL173_011;M;4.94
06.06.2021;07.06.2021;BL173_011;M;5.76
04.06.2021;07.06.2021;BL602;M;11.54
04.06.2021;07.06.2021;BL602;W;9.9
04.06.2021;07.06.2021;BL602;M;9.04
04.06.2021;07.06.2021;BL602;M;6.38
04.06.2021;07.06.2021;BL602;W;6.88
04.06.2021;07.06.2021;BL602;M;6.2
04.06.2021;07.06.2021;BL602;M;6.74
04.06.2021;07.06.2021;BL602;M;5.56
04.06.2021;07.06.2021;BL602;M;7.5
04.06.2021;07.06.2021;BL602;W;5.74
04.06.2021;07.06.2021;BL602;W;6.44
06.06.2021;07.06.2021;BL173_4/5;M;7.54
06.06.2021;07.06.2021;BL173_4/5;M;6.58
06.06.2021;07.06.2021;BL173_4/5;M;4.48
06.06.2021;07.06.2021;BL173_4/5;W;8.7
06.06.2021;07.06.2021;BL173_4/5;W;6.44
02.06.2021;14.06.2021;BL899;W;8.64
02.06.2021;14.06.2021;BL197;M;7.08
11.06.2021;14.06.2021;BL171;W;6.06
11.06.2021;14.06.2021;BL171;M;4.3
11.06.2021;14.06.2021;BL171;M;4.98
11.06.2021;14.06.2021;BL171;M;5.25
11.06.2021;14.06.2021;BL171;M;4.86
11.06.2021;14.06.2021;BL171;W;7.3
11.06.2021;14.06.2021;BL171;M;6.8
11.06.2021;14.06.2021;BL171;W;6.06
11.06.2021;14.06.2021;BL171;M;5.8
11.06.2021;14.06.2021;BL171;J;2.8
11.06.2021;14.06.2021;BL171;W;5.66
