Datum;Gewässer;Methode;Gattung;Art;Geschlecht;Anzahl;Fundort;Bearbeiter;Bemerkungen;;;;;;
14.03.2022;BL198;Zaun_Kessel;Triturus;carnifex;FEM;5;Kessel;Eichhorn;;;;;;;
14.03.2022;BL198;Zaun_Kessel;Triturus;carnifex;JUV;1;Kessel;Eichhorn;;;;;;;
15.03.2022;BL191;Zaun_Kessel;Triturus;carnifex;MAL;1;Kessel;Stauffer;;;;;;;
15.03.2022;BL191;Zaun_Kessel;Triturus;carnifex;FEM;1;Kessel;Stauffer;;;;;;;
15.03.2022;BL191;Zaun_Kessel;Triturus;carnifex;JUV;1;Kessel;Stauffer;;;;;;;
15.03.2022;BL196;Zaun_Kessel;Triturus;carnifex;MAL;2;Kessel;Stauffer;;;;;;;
15.03.2022;BL196;Zaun_Kessel;Triturus;carnifex;FEM;1;Kessel;Stauffer;;;;;;;
15.03.2022;BL196;Zaun_Kessel;Triturus;carnifex;JUV;0;Kessel;Stauffer;;;;;;;
15.03.2022;BL197;Zaun_Kessel;Triturus;carnifex;MAL;0;Kessel;Stauffer;;;;;;;
15.03.2022;BL197;Zaun_Kessel;Triturus;carnifex;FEM;0;Kessel;Stauffer;;;;;;;
15.03.2022;BL197;Zaun_Kessel;Triturus;carnifex;JUV;0;Kessel;Stauffer;;;;;;;
15.03.2022;BL198;Zaun_Kessel;Triturus;carnifex;MAL;3;Kessel;Stauffer;;;;;;;
15.03.2022;BL198;Zaun_Kessel;Triturus;carnifex;MAL;1;Brett;Stauffer;;;;;;;
15.03.2022;BL198;Zaun_Kessel;Triturus;carnifex;FEM;0;Kessel;Stauffer;;;;;;;
15.03.2022;BL198;Zaun_Kessel;Triturus;carnifex;JUV;0;Kessel;Stauffer;;;;;;;
16.03.2022;BL191;Zaun_Kessel;Triturus;carnifex;MAL;3;Kessel;Stoeckli_Marschke;;;;;;;
16.03.2022;BL191;Zaun_Kessel;Triturus;carnifex;FEM;4;Kessel;Stoeckli_Marschke;;;;;;;
16.03.2022;BL191;Zaun_Kessel;Triturus;carnifex;JUV;0;Kessel;Stoeckli_Marschke;;;;;;;
16.03.2022;BL196;Zaun_Kessel;Triturus;carnifex;MAL;10;Kessel;Stoeckli_Marschke;;;;;;;
16.03.2022;BL196;Zaun_Kessel;Triturus;carnifex;FEM;5;Kessel;Stoeckli_Marschke;;;;;;;
16.03.2022;BL196;Zaun_Kessel;Triturus;carnifex;JUV;0;Kessel;Stoeckli_Marschke;;;;;;;
16.03.2022;BL197;Zaun_Kessel;Triturus;carnifex;MAL;2;Kessel;Stoeckli_Marschke;;;;;;;
16.03.2022;BL197;Zaun_Kessel;Triturus;carnifex;FEM;1;Kessel;Stoeckli_Marschke;;;;;;;
16.03.2022;BL197;Zaun_Kessel;Triturus;carnifex;JUV;0;Kessel;Stoeckli_Marschke;;;;;;;
16.03.2022;BL198;Zaun_Kessel;Triturus;carnifex;MAL;1;Kessel;Stoeckli_Marschke;;;;;;;
16.03.2022;BL198;Zaun_Kessel;Triturus;carnifex;FEM;4;Kessel;Stoeckli_Marschke;;;;;;;
16.03.2022;BL198;Zaun_Kessel;Triturus;carnifex;FEM;1;Brett;Stoeckli_Marschke;;;;;;;
16.03.2022;BL198;Zaun_Kessel;Triturus;carnifex;JUV;0;Kessel;Stoeckli_Marschke;;;;;;;
17.03.2022;BL191;Zaun_Kessel;Triturus;carnifex;MAL;1;Kessel;Stoeckli_Graziano;;;;;;;
17.03.2022;BL191;Zaun_Kessel;Triturus;carnifex;FEM;1;Kessel;Stoeckli_Graziano;;;;;;;
17.03.2022;BL191;Zaun_Kessel;Triturus;carnifex;JUV;0;Kessel;Stoeckli_Graziano;;;;;;;
17.03.2022;BL196;Zaun_Kessel;Triturus;carnifex;MAL;7;Kessel;Stoeckli_Graziano;;;;;;;
17.03.2022;BL196;Zaun_Kessel;Triturus;carnifex;FEM;5;Kessel;Stoeckli_Graziano;;;;;;;
17.03.2022;BL196;Zaun_Kessel;Triturus;carnifex;JUV;2;Kessel;Stoeckli_Graziano;;;;;;;
17.03.2022;BL197;Zaun_Kessel;Triturus;carnifex;MAL;9;Kessel;Stoeckli_Graziano;;;;;;;
17.03.2022;BL197;Zaun_Kessel;Triturus;carnifex;FEM;3;Kessel;Stoeckli_Graziano;;;;;;;
17.03.2022;BL197;Zaun_Kessel;Triturus;carnifex;JUV;1;Kessel;Stoeckli_Graziano;;;;;;;
17.03.2022;BL198;Zaun_Kessel;Triturus;carnifex;MAL;2;Kessel;Stoeckli_Graziano;;;;;;;
17.03.2022;BL198;Zaun_Kessel;Triturus;carnifex;FEM;0;Kessel;Stoeckli_Graziano;;;;;;;
17.03.2022;BL198;Zaun_Kessel;Triturus;carnifex;FEM;1;Brett;Stoeckli_Graziano;;;;;;;
17.03.2022;BL198;Zaun_Kessel;Triturus;carnifex;JUV;4;Kessel;Stoeckli_Graziano;;;;;;;
18.03.2022;BL191;Zaun_Kessel;Triturus;carnifex;MAL;0;Kessel;Mangold_Moeller;;;;;;;
18.03.2022;BL191;Zaun_Kessel;Triturus;carnifex;FEM;3;Kessel;Mangold_Moeller;;;;;;;
18.03.2022;BL191;Zaun_Kessel;Triturus;carnifex;JUV;0;Kessel;Mangold_Moeller;;;;;;;
18.03.2022;BL196;Zaun_Kessel;Triturus;carnifex;MAL;22;Kessel;Mangold_Moeller;;;;;;;
18.03.2022;BL196;Zaun_Kessel;Triturus;carnifex;FEM;8;Kessel;Mangold_Moeller;;;;;;;
18.03.2022;BL196;Zaun_Kessel;Triturus;carnifex;JUV;11;Kessel;Mangold_Moeller;;;;;;;
18.03.2022;BL197;Zaun_Kessel;Triturus;carnifex;MAL;12;Kessel;Mangold_Moeller;;;;;;;
18.03.2022;BL197;Zaun_Kessel;Triturus;carnifex;FEM;8;Kessel;Mangold_Moeller;;;;;;;
18.03.2022;BL197;Zaun_Kessel;Triturus;carnifex;JUV;5;Kessel;Mangold_Moeller;;;;;;;
18.03.2022;BL198;Zaun_Kessel;Triturus;carnifex;MAL;14;Kessel;Mangold_Moeller;;;;;;;
18.03.2022;BL198;Zaun_Kessel;Triturus;carnifex;FEM;7;Kessel;Mangold_Moeller;;;;;;;
18.03.2022;BL198;Zaun_Kessel;Triturus;carnifex;FEM;1;Brett;Mangold_Moeller;;;;;;;
18.03.2022;BL198;Zaun_Kessel;Triturus;carnifex;JUV;5;Kessel;Mangold_Moeller;;;;;;;
19.03.2022;BL191;Zaun_Kessel;Triturus;carnifex;MAL;0;Kessel;Fluri;;;;;;;
19.03.2022;BL191;Zaun_Kessel;Triturus;carnifex;FEM;1;Kessel;Fluri;;;;;;;
19.03.2022;BL191;Zaun_Kessel;Triturus;carnifex;JUV;0;Kessel;Fluri;;;;;;;
19.03.2022;BL196;Zaun_Kessel;Triturus;carnifex;MAL;1;Kessel;Fluri;;;;;;;
19.03.2022;BL196;Zaun_Kessel;Triturus;carnifex;FEM;1;Kessel;Fluri;;;;;;;
19.03.2022;BL196;Zaun_Kessel;Triturus;carnifex;JUV;3;Kessel;Fluri;;;;;;;
19.03.2022;BL197;Zaun_Kessel;Triturus;carnifex;MAL;1;Kessel;Fluri;;;;;;;
19.03.2022;BL197;Zaun_Kessel;Triturus;carnifex;FEM;1;Kessel;Fluri;;;;;;;
19.03.2022;BL197;Zaun_Kessel;Triturus;carnifex;JUV;1;Kessel;Fluri;;;;;;;
19.03.2022;BL198;Zaun_Kessel;Triturus;carnifex;MAL;3;Kessel;Fluri;;;;;;;
19.03.2022;BL198;Zaun_Kessel;Triturus;carnifex;FEM;2;Kessel;Fluri;;;;;;;
19.03.2022;BL198;Zaun_Kessel;Triturus;carnifex;JUV;1;Kessel;Fluri;;;;;;;
20.03.2022;BL191;Zaun_Kessel;Triturus;carnifex;MAL;0;Kessel;Furrer;;;;;;;
20.03.2022;BL191;Zaun_Kessel;Triturus;carnifex;FEM;0;Kessel;Furrer;;;;;;;
20.03.2022;BL191;Zaun_Kessel;Triturus;carnifex;JUV;0;Kessel;Furrer;;;;;;;
20.03.2022;BL196;Zaun_Kessel;Triturus;carnifex;MAL;0;Kessel;Furrer;;;;;;;
20.03.2022;BL196;Zaun_Kessel;Triturus;carnifex;FEM;0;Kessel;Furrer;;;;;;;
20.03.2022;BL196;Zaun_Kessel;Triturus;carnifex;JUV;0;Kessel;Furrer;;;;;;;
20.03.2022;BL197;Zaun_Kessel;Triturus;carnifex;MAL;0;Kessel;Furrer;;;;;;;
20.03.2022;BL197;Zaun_Kessel;Triturus;carnifex;FEM;0;Kessel;Furrer;;;;;;;
20.03.2022;BL197;Zaun_Kessel;Triturus;carnifex;JUV;0;Kessel;Furrer;;;;;;;
20.03.2022;BL198;Zaun_Kessel;Triturus;carnifex;MAL;0;Kessel;Furrer;;;;;;;
20.03.2022;BL198;Zaun_Kessel;Triturus;carnifex;FEM;0;Kessel;Furrer;;;;;;;
20.03.2022;BL198;Zaun_Kessel;Triturus;carnifex;JUV;0;Kessel;Furrer;;;;;;;
21.03.2022;BL191;Zaun_Kessel;Triturus;carnifex;MAL;0;Kessel;Eichhorn;;;;;;;
21.03.2022;BL191;Zaun_Kessel;Triturus;carnifex;FEM;1;Kessel;Eichhorn;;;;;;;
21.03.2022;BL191;Zaun_Kessel;Triturus;carnifex;JUV;0;Kessel;Eichhorn;;;;;;;
21.03.2022;BL196;Zaun_Kessel;Triturus;carnifex;MAL;0;Kessel;Eichhorn;;;;;;;
21.03.2022;BL196;Zaun_Kessel;Triturus;carnifex;FEM;0;Kessel;Eichhorn;;;;;;;
21.03.2022;BL196;Zaun_Kessel;Triturus;carnifex;JUV;1;Kessel;Eichhorn;;;;;;;
21.03.2022;BL197;Zaun_Kessel;Triturus;carnifex;MAL;2;Kessel;Eichhorn;;;;;;;
21.03.2022;BL197;Zaun_Kessel;Triturus;carnifex;FEM;0;Kessel;Eichhorn;;;;;;;
21.03.2022;BL197;Zaun_Kessel;Triturus;carnifex;JUV;0;Kessel;Eichhorn;;;;;;;
21.03.2022;BL198;Zaun_Kessel;Triturus;carnifex;MAL;0;Kessel;Eichhorn;;;;;;;
21.03.2022;BL198;Zaun_Kessel;Triturus;carnifex;FEM;0;Kessel;Eichhorn;;;;;;;
21.03.2022;BL198;Zaun_Kessel;Triturus;carnifex;JUV;0;Kessel;Eichhorn;;;;;;;
22.03.2022;BL191;Zaun_Kessel;Triturus;carnifex;MAL;0;Kessel;Stauffer;;;;;;;
22.03.2022;BL191;Zaun_Kessel;Triturus;carnifex;FEM;0;Kessel;Stauffer;;;;;;;
22.03.2022;BL191;Zaun_Kessel;Triturus;carnifex;JUV;0;Kessel;Stauffer;;;;;;;
22.03.2022;BL196;Zaun_Kessel;Triturus;carnifex;MAL;0;Kessel;Stauffer;;;;;;;
22.03.2022;BL196;Zaun_Kessel;Triturus;carnifex;FEM;0;Kessel;Stauffer;;;;;;;
22.03.2022;BL196;Zaun_Kessel;Triturus;carnifex;JUV;0;Kessel;Stauffer;;;;;;;
22.03.2022;BL197;Zaun_Kessel;Triturus;carnifex;MAL;1;Kessel;Stauffer;;;;;;;
22.03.2022;BL197;Zaun_Kessel;Triturus;carnifex;FEM;0;Kessel;Stauffer;;;;;;;
22.03.2022;BL197;Zaun_Kessel;Triturus;carnifex;JUV;1;Kessel;Stauffer;;;;;;;
22.03.2022;BL198;Zaun_Kessel;Triturus;carnifex;MAL;0;Kessel;Stauffer;;;;;;;
22.03.2022;BL198;Zaun_Kessel;Triturus;carnifex;FEM;0;Kessel;Stauffer;;;;;;;
22.03.2022;BL198;Zaun_Kessel;Triturus;carnifex;JUV;0;Kessel;Stauffer;;;;;;;
23.03.2022;BL191;Zaun_Kessel;Triturus;carnifex;MAL;0;Kessel;Stoeckli;;;;;;;
23.03.2022;BL191;Zaun_Kessel;Triturus;carnifex;FEM;0;Kessel;Stoeckli;;;;;;;
23.03.2022;BL191;Zaun_Kessel;Triturus;carnifex;JUV;0;Kessel;Stoeckli;;;;;;;
23.03.2022;BL196;Zaun_Kessel;Triturus;carnifex;MAL;0;Kessel;Stoeckli;;;;;;;
23.03.2022;BL196;Zaun_Kessel;Triturus;carnifex;FEM;0;Kessel;Stoeckli;;;;;;;
23.03.2022;BL196;Zaun_Kessel;Triturus;carnifex;JUV;0;Kessel;Stoeckli;;;;;;;
23.03.2022;BL197;Zaun_Kessel;Triturus;carnifex;MAL;0;Kessel;Stoeckli;;;;;;;
23.03.2022;BL197;Zaun_Kessel;Triturus;carnifex;FEM;0;Kessel;Stoeckli;;;;;;;
23.03.2022;BL197;Zaun_Kessel;Triturus;carnifex;JUV;0;Kessel;Stoeckli;;;;;;;
23.03.2022;BL198;Zaun_Kessel;Triturus;carnifex;MAL;0;Kessel;Stoeckli;;;;;;;
23.03.2022;BL198;Zaun_Kessel;Triturus;carnifex;FEM;0;Kessel;Stoeckli;;;;;;;
23.03.2022;BL198;Zaun_Kessel;Triturus;carnifex;JUV;0;Kessel;Stoeckli;;;;;;;
24.03.2022;BL191;Zaun_Kessel;Triturus;carnifex;MAL;1;Kessel;Stoeckli;;;;;;;
24.03.2022;BL191;Zaun_Kessel;Triturus;carnifex;FEM;0;Kessel;Stoeckli;;;;;;;
24.03.2022;BL191;Zaun_Kessel;Triturus;carnifex;JUV;0;Kessel;Stoeckli;;;;;;;
24.03.2022;BL196;Zaun_Kessel;Triturus;carnifex;MAL;0;Kessel;Stoeckli;;;;;;;
24.03.2022;BL196;Zaun_Kessel;Triturus;carnifex;FEM;0;Kessel;Stoeckli;;;;;;;
24.03.2022;BL196;Zaun_Kessel;Triturus;carnifex;JUV;0;Kessel;Stoeckli;;;;;;;
24.03.2022;BL197;Zaun_Kessel;Triturus;carnifex;MAL;1;Kessel;Stoeckli;;;;;;;
24.03.2022;BL197;Zaun_Kessel;Triturus;carnifex;FEM;0;Kessel;Stoeckli;;;;;;;
24.03.2022;BL197;Zaun_Kessel;Triturus;carnifex;JUV;0;Kessel;Stoeckli;;;;;;;
24.03.2022;BL198;Zaun_Kessel;Triturus;carnifex;MAL;0;Kessel;Stoeckli;;;;;;;
24.03.2022;BL198;Zaun_Kessel;Triturus;carnifex;FEM;0;Kessel;Stoeckli;;;;;;;
24.03.2022;BL198;Zaun_Kessel;Triturus;carnifex;JUV;0;Kessel;Stoeckli;;;;;;;
25.03.2022;BL191;Zaun_Kessel;Triturus;carnifex;MAL;0;Kessel;Mangold;;;;;;;
25.03.2022;BL191;Zaun_Kessel;Triturus;carnifex;FEM;0;Kessel;Mangold;;;;;;;
25.03.2022;BL191;Zaun_Kessel;Triturus;carnifex;JUV;0;Kessel;Mangold;;;;;;;
25.03.2022;BL196;Zaun_Kessel;Triturus;carnifex;MAL;1;Kessel;Mangold;;;;;;;
25.03.2022;BL196;Zaun_Kessel;Triturus;carnifex;FEM;0;Kessel;Mangold;;;;;;;
25.03.2022;BL196;Zaun_Kessel;Triturus;carnifex;JUV;0;Kessel;Mangold;;;;;;;
25.03.2022;BL197;Zaun_Kessel;Triturus;carnifex;MAL;2;Kessel;Mangold;;;;;;;
25.03.2022;BL197;Zaun_Kessel;Triturus;carnifex;FEM;1;Kessel;Mangold;;;;;;;
25.03.2022;BL197;Zaun_Kessel;Triturus;carnifex;JUV;1;Kessel;Mangold;;;;;;;
25.03.2022;BL198;Zaun_Kessel;Triturus;carnifex;MAL;0;Kessel;Mangold;;;;;;;
25.03.2022;BL198;Zaun_Kessel;Triturus;carnifex;MAL;1;Brett;Mangold;;;;;;;
25.03.2022;BL198;Zaun_Kessel;Triturus;carnifex;FEM;0;Kessel;Mangold;;;;;;;
25.03.2022;BL198;Zaun_Kessel;Triturus;carnifex;JUV;0;Kessel;Mangold;;;;;;;
26.03.2022;BL191;Zaun_Kessel;Triturus;carnifex;MAL;0;Kessel;Zehnder;;;;;;;
26.03.2022;BL191;Zaun_Kessel;Triturus;carnifex;FEM;1;Kessel;Zehnder;;;;;;;
26.03.2022;BL191;Zaun_Kessel;Triturus;carnifex;JUV;0;Kessel;Zehnder;;;;;;;
26.03.2022;BL196;Zaun_Kessel;Triturus;carnifex;MAL;0;Kessel;Zehnder;;;;;;;
26.03.2022;BL196;Zaun_Kessel;Triturus;carnifex;FEM;1;Kessel;Zehnder;;;;;;;
26.03.2022;BL196;Zaun_Kessel;Triturus;carnifex;JUV;1;Kessel;Zehnder;;;;;;;
26.03.2022;BL197;Zaun_Kessel;Triturus;carnifex;MAL;0;Kessel;Zehnder;;;;;;;
26.03.2022;BL197;Zaun_Kessel;Triturus;carnifex;FEM;1;Kessel;Zehnder;;;;;;;
26.03.2022;BL197;Zaun_Kessel;Triturus;carnifex;JUV;1;Kessel;Zehnder;;;;;;;
26.03.2022;BL198;Zaun_Kessel;Triturus;carnifex;MAL;0;Kessel;Zehnder;;;;;;;
26.03.2022;BL198;Zaun_Kessel;Triturus;carnifex;FEM;0;Kessel;Zehnder;;;;;;;
26.03.2022;BL198;Zaun_Kessel;Triturus;carnifex;JUV;0;Kessel;Zehnder;;;;;;;
27.03.2022;BL191;Zaun_Kessel;Triturus;carnifex;MAL;0;Kessel;Furrer;;;;;;;
27.03.2022;BL191;Zaun_Kessel;Triturus;carnifex;FEM;0;Kessel;Furrer;;;;;;;
27.03.2022;BL191;Zaun_Kessel;Triturus;carnifex;JUV;1;Kessel;Furrer;;;;;;;
27.03.2022;BL196;Zaun_Kessel;Triturus;carnifex;MAL;0;Kessel;Furrer;;;;;;;
27.03.2022;BL196;Zaun_Kessel;Triturus;carnifex;FEM;0;Kessel;Furrer;;;;;;;
27.03.2022;BL196;Zaun_Kessel;Triturus;carnifex;JUV;0;Kessel;Furrer;;;;;;;
27.03.2022;BL197;Zaun_Kessel;Triturus;carnifex;MAL;1;Kessel;Furrer;;;;;;;
27.03.2022;BL197;Zaun_Kessel;Triturus;carnifex;FEM;2;Kessel;Furrer;;;;;;;
27.03.2022;BL197;Zaun_Kessel;Triturus;carnifex;JUV;1;Kessel;Furrer;;;;;;;
27.03.2022;BL198;Zaun_Kessel;Triturus;carnifex;MAL;0;Kessel;Furrer;;;;;;;
27.03.2022;BL198;Zaun_Kessel;Triturus;carnifex;FEM;0;Kessel;Furrer;;;;;;;
27.03.2022;BL198;Zaun_Kessel;Triturus;carnifex;JUV;0;Kessel;Furrer;;;;;;;
28.03.2022;BL191;Zaun_Kessel;Triturus;carnifex;MAL;0;Kessel;Eichhorn;;;;;;;
28.03.2022;BL191;Zaun_Kessel;Triturus;carnifex;FEM;0;Kessel;Eichhorn;;;;;;;
28.03.2022;BL191;Zaun_Kessel;Triturus;carnifex;JUV;0;Kessel;Eichhorn;;;;;;;
28.03.2022;BL196;Zaun_Kessel;Triturus;carnifex;MAL;0;Kessel;Eichhorn;;;;;;;
28.03.2022;BL196;Zaun_Kessel;Triturus;carnifex;FEM;0;Kessel;Eichhorn;;;;;;;
28.03.2022;BL196;Zaun_Kessel;Triturus;carnifex;JUV;0;Kessel;Eichhorn;;;;;;;
28.03.2022;BL197;Zaun_Kessel;Triturus;carnifex;MAL;3;Kessel;Eichhorn;;;;;;;
28.03.2022;BL197;Zaun_Kessel;Triturus;carnifex;FEM;0;Kessel;Eichhorn;;;;;;;
28.03.2022;BL197;Zaun_Kessel;Triturus;carnifex;JUV;2;Kessel;Eichhorn;;;;;;;
28.03.2022;BL198;Zaun_Kessel;Triturus;carnifex;MAL;0;Kessel;Eichhorn;;;;;;;
28.03.2022;BL198;Zaun_Kessel;Triturus;carnifex;FEM;0;Kessel;Eichhorn;;;;;;;
28.03.2022;BL198;Zaun_Kessel;Triturus;carnifex;JUV;0;Kessel;Eichhorn;;;;;;;
29.03.2022;BL191;Zaun_Kessel;Triturus;carnifex;MAL;0;Kessel;Aeschbacher;;;;;;;
29.03.2022;BL191;Zaun_Kessel;Triturus;carnifex;FEM;0;Kessel;Aeschbacher;;;;;;;
29.03.2022;BL191;Zaun_Kessel;Triturus;carnifex;JUV;0;Kessel;Aeschbacher;;;;;;;
29.03.2022;BL196;Zaun_Kessel;Triturus;carnifex;MAL;0;Kessel;Aeschbacher;;;;;;;
29.03.2022;BL196;Zaun_Kessel;Triturus;carnifex;FEM;0;Kessel;Aeschbacher;;;;;;;
29.03.2022;BL196;Zaun_Kessel;Triturus;carnifex;JUV;0;Kessel;Aeschbacher;;;;;;;
29.03.2022;BL197;Zaun_Kessel;Triturus;carnifex;MAL;0;Kessel;Aeschbacher;;;;;;;
29.03.2022;BL197;Zaun_Kessel;Triturus;carnifex;FEM;0;Kessel;Aeschbacher;;;;;;;
29.03.2022;BL197;Zaun_Kessel;Triturus;carnifex;JUV;3;Kessel;Aeschbacher;;;;;;;
29.03.2022;BL198;Zaun_Kessel;Triturus;carnifex;MAL;0;Kessel;Aeschbacher;;;;;;;
29.03.2022;BL198;Zaun_Kessel;Triturus;carnifex;FEM;0;Kessel;Aeschbacher;;;;;;;
29.03.2022;BL198;Zaun_Kessel;Triturus;carnifex;JUV;0;Kessel;Aeschbacher;;;;;;;
30.03.2022;BL191;Zaun_Kessel;Triturus;carnifex;MAL;2;Kessel;Stoeckli;;;;;;;
30.03.2022;BL191;Zaun_Kessel;Triturus;carnifex;FEM;1;Kessel;Stoeckli;;;;;;;
30.03.2022;BL191;Zaun_Kessel;Triturus;carnifex;JUV;0;Kessel;Stoeckli;;;;;;;
30.03.2022;BL196;Zaun_Kessel;Triturus;carnifex;MAL;5;Kessel;Stoeckli;;;;;;;
30.03.2022;BL196;Zaun_Kessel;Triturus;carnifex;FEM;5;Kessel;Stoeckli;;;;;;;
30.03.2022;BL196;Zaun_Kessel;Triturus;carnifex;JUV;8;Kessel;Stoeckli;;;;;;;
30.03.2022;BL197;Zaun_Kessel;Triturus;carnifex;MAL;7;Kessel;Stoeckli;;;;;;;
30.03.2022;BL197;Zaun_Kessel;Triturus;carnifex;MAL;1;Brett;Stoeckli;;;;;;;
30.03.2022;BL197;Zaun_Kessel;Triturus;carnifex;FEM;5;Kessel;Stoeckli;;;;;;;
30.03.2022;BL197;Zaun_Kessel;Triturus;carnifex;JUV;10;Kessel;Stoeckli;;;;;;;
30.03.2022;BL198;Zaun_Kessel;Triturus;carnifex;MAL;4;Kessel;Stoeckli;;;;;;;
30.03.2022;BL198;Zaun_Kessel;Triturus;carnifex;FEM;4;Kessel;Stoeckli;;;;;;;
30.03.2022;BL198;Zaun_Kessel;Triturus;carnifex;JUV;3;Kessel;Stoeckli;;;;;;;
31.03.2022;BL191;Zaun_Kessel;Triturus;carnifex;MAL;1;Kessel;Stoeckli;;;;;;;
31.03.2022;BL191;Zaun_Kessel;Triturus;carnifex;FEM;2;Kessel;Stoeckli;;;;;;;
31.03.2022;BL191;Zaun_Kessel;Triturus;carnifex;JUV;1;Kessel;Stoeckli;;;;;;;
31.03.2022;BL196;Zaun_Kessel;Triturus;carnifex;MAL;10;Kessel;Stoeckli;;;;;;;
31.03.2022;BL196;Zaun_Kessel;Triturus;carnifex;FEM;8;Kessel;Stoeckli;;;;;;;
31.03.2022;BL196;Zaun_Kessel;Triturus;carnifex;JUV;8;Kessel;Stoeckli;;;;;;;
31.03.2022;BL197;Zaun_Kessel;Triturus;carnifex;MAL;15;Kessel;Stoeckli;;;;;;;
31.03.2022;BL197;Zaun_Kessel;Triturus;carnifex;FEM;12;Kessel;Stoeckli;;;;;;;
31.03.2022;BL197;Zaun_Kessel;Triturus;carnifex;JUV;5;Kessel;Stoeckli;;;;;;;
31.03.2022;BL198;Zaun_Kessel;Triturus;carnifex;MAL;9;Kessel;Stoeckli;;;;;;;
31.03.2022;BL198;Zaun_Kessel;Triturus;carnifex;FEM;8;Kessel;Stoeckli;;;;;;;
31.03.2022;BL198;Zaun_Kessel;Triturus;carnifex;FEM;1;Brett;Stoeckli;;;;;;;
31.03.2022;BL198;Zaun_Kessel;Triturus;carnifex;JUV;5;Kessel;Stoeckli;;;;;;;
31.03.2022;BL198;Zaun_Kessel;Triturus;carnifex;JUV;1;Brett;Stoeckli;;;;;;;
01.04.2022;BL191;Zaun_Kessel;Triturus;carnifex;MAL;1;Kessel;Mangold_Lehrling;;;;;;;
01.04.2022;BL191;Zaun_Kessel;Triturus;carnifex;FEM;1;Kessel;Mangold_Lehrling;;;;;;;
01.04.2022;BL191;Zaun_Kessel;Triturus;carnifex;JUV;0;Kessel;Mangold_Lehrling;;;;;;;
01.04.2022;BL196;Zaun_Kessel;Triturus;carnifex;MAL;8;Kessel;Mangold_Lehrling;;;;;;;
01.04.2022;BL196;Zaun_Kessel;Triturus;carnifex;FEM;21;Kessel;Mangold_Lehrling;;;;;;;
01.04.2022;BL196;Zaun_Kessel;Triturus;carnifex;JUV;20;Kessel;Mangold_Lehrling;;;;;;;
01.04.2022;BL197;Zaun_Kessel;Triturus;carnifex;MAL;11;Kessel;Mangold_Lehrling;;;;;;;
01.04.2022;BL197;Zaun_Kessel;Triturus;carnifex;FEM;13;Kessel;Mangold_Lehrling;;;;;;;
01.04.2022;BL197;Zaun_Kessel;Triturus;carnifex;JUV;13;Kessel;Mangold_Lehrling;;;;;;;
01.04.2022;BL198;Zaun_Kessel;Triturus;carnifex;MAL;16;Kessel;Mangold_Lehrling;;;;;;;
01.04.2022;BL198;Zaun_Kessel;Triturus;carnifex;FEM;22;Kessel;Mangold_Lehrling;;;;;;;
01.04.2022;BL198;Zaun_Kessel;Triturus;carnifex;JUV;11;Kessel;Mangold_Lehrling;;;;;;;
02.04.2022;BL191;Zaun_Kessel;Triturus;carnifex;MAL;0;Kessel;Speissegger_Furrer_Ramseier_Schmidt;;;;;;;
02.04.2022;BL191;Zaun_Kessel;Triturus;carnifex;FEM;0;Kessel;Speissegger_Furrer_Ramseier_Schmidt;;;;;;;
02.04.2022;BL191;Zaun_Kessel;Triturus;carnifex;JUV;0;Kessel;Speissegger_Furrer_Ramseier_Schmidt;;;;;;;
02.04.2022;BL196;Zaun_Kessel;Triturus;carnifex;MAL;0;Kessel;Speissegger_Furrer_Ramseier_Schmidt;;;;;;;
02.04.2022;BL196;Zaun_Kessel;Triturus;carnifex;FEM;1;Kessel;Speissegger_Furrer_Ramseier_Schmidt;;;;;;;
02.04.2022;BL196;Zaun_Kessel;Triturus;carnifex;JUV;0;Kessel;Speissegger_Furrer_Ramseier_Schmidt;;;;;;;
02.04.2022;BL197;Zaun_Kessel;Triturus;carnifex;MAL;2;Kessel;Speissegger_Furrer_Ramseier_Schmidt;;;;;;;
02.04.2022;BL197;Zaun_Kessel;Triturus;carnifex;MAL;1;Brett;Speissegger_Furrer_Ramseier_Schmidt;;;;;;;
02.04.2022;BL197;Zaun_Kessel;Triturus;carnifex;FEM;0;Kessel;Speissegger_Furrer_Ramseier_Schmidt;;;;;;;
02.04.2022;BL197;Zaun_Kessel;Triturus;carnifex;JUV;0;Kessel;Speissegger_Furrer_Ramseier_Schmidt;;;;;;;
02.04.2022;BL198;Zaun_Kessel;Triturus;carnifex;MAL;0;Kessel;Speissegger_Furrer_Ramseier_Schmidt;;;;;;;
02.04.2022;BL198;Zaun_Kessel;Triturus;carnifex;FEM;3;Kessel;Speissegger_Furrer_Ramseier_Schmidt;;;;;;;
02.04.2022;BL198;Zaun_Kessel;Triturus;carnifex;JUV;1;Kessel;Speissegger_Furrer_Ramseier_Schmidt;;;;;;;
03.04.2022;BL191;Zaun_Kessel;Triturus;carnifex;MAL;0;Kessel;Furrer;;;;;;;
03.04.2022;BL191;Zaun_Kessel;Triturus;carnifex;FEM;0;Kessel;Furrer;;;;;;;
03.04.2022;BL191;Zaun_Kessel;Triturus;carnifex;JUV;0;Kessel;Furrer;;;;;;;
03.04.2022;BL196;Zaun_Kessel;Triturus;carnifex;MAL;0;Kessel;Furrer;;;;;;;
